sale_id,order_date,salesman_name,salesman_area,salesman_team,outlet_name,outlet_type,outlet_segment,city,province,region,product_name,brand,category,unit,cost_price,quantity,unit_price,discount,total_amount
TRX-094245,August 12 2024,Nanda Putra,Medan,Tim C,Superindo Medan,Supermarket,Modern Trade,Tangerang,Banten,Jawa,Pepsodent 190g,Unilever,Personal Care,lusin,110000,12,145000,0,1740000
TRX-092262,2024-09-04,Fajar Nugroho,Jakarta,Tim A,Superindo Bandung,Supermarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Indomie Rebus,Indofood,Mie Instan,karton,62000,11,82000,15,766700.0
TRX-072387,2024-12-23,Joko Widodo,Semarang,Tim B,Lottemart Medan,Hypermarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Indomie Goreng,Indofood,Mie Instan,karton,65000,37,85000,0,3145000.0
TRX-059830,2024-03-20,Gita Permata,Bandung,Tim B,Transmart Jakarta,Hypermarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Indomie Rebus,Indofood,Mie Instan,karton,62000,49,82000,15,3415300.0
TRX-055352,2024-01-28,Gita Permata,Bandung,Tim B,Toko Sejahtera,Toko Kelontong,General Trade,Palembang,Sumatera Selatan,Sumatera,Energen Coklat,Mayora,Sereal,karton,70000,19,92000,2.5,1704300.0
TRX-090466,2024-05-14,Fajar Nugroho,Jakarta,Tim A,Lotte Mart Bandung,Hypermarket,Modern Trade,Denpasar,Bali,Bali,Milo Activ,Nestle,Minuman,karton,92000,7,120000,0,840000.0
TRX-074893,2024-04-23,Kartika Sari,Jakarta,Tim C,Carrefour Semarang,Hypermarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,17,95000,0,1615000.0
TRX-012898,2024-03-21,Citra Dewi,Surabaya,Tim B,Lottemart Medan,Hypermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Pop Mie Ayam,Indofood,Mie Instan,karton,54000,26,72000,15,1591200.0
TRX-090100,2024-04-02,Olivia Tan,Semarang,Tim A,Toko Maju Jaya,Toko Kelontong,General Trade,Medan,Sumatera Utara,Sumatera,Molto Ultra,Unilever,Deterjen,karton,66000,38,88000,5,3176800.0
TRX-020675,2024-01-21,Citra Dewi,Surabaya,Tim B,Lotte Mart Bandung,Hypermarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Aqua 600ml,Danone,Minuman,karton,48000,25,65000,5,1543750.0
TRX-055819,2024-11-04,Eko Wahyudi,Semarang,Tim C,Alfamart Bekasi,Minimarket,Modern Trade,Bogor,Jawa Barat,Jawa,Ultra Milk Full Cream,Ultra,Minuman,karton,88000,48,115000,2.5,5382000.0
TRX-071612,2024-10-31,Indah Lestari,Medan,Tim A,Superindo Bandung,Supermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Pocari Sweat,Otsuka,Minuman,karton,82000,36,108000,0,3888000.0
TRX-077184,2024-08-06,Olivia Tan,Semarang,Tim A,Indomaret Tangerang,Minimarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Indomie Goreng,Indofood,Mie Instan,karton,65000,34,85000,0,2890000.0
TRX-054502,2024-09-21,Budi Santoso,Bandung,Tim A,Toko Makmur,Toko Kelontong,General Trade,Bogor,Jawa Barat,Jawa,Indomie Goreng,Indofood,Mie Instan,karton,65000,13,85000,0,1105000.0
TRX-075290,2024-08-14,Lukman Hakim,Bandung,Tim A,Toko Berkah,Toko Kelontong,General Trade,Makassar,Sulawesi Selatan,Sulawesi,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,42,95000,0,3990000.0
TRX-018651,2024-04-29,Olivia Tan,Semarang,Tim A,Warung Pak Eko,Warung,General Trade,Semarang,Jawa Tengah,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,7,95000,0,665000.0
TRX-063355,2024-04-14,Dian Pratama,Medan,Tim B,Lotte Mart Bandung,Hypermarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Pocari Sweat,Otsuka,Minuman,karton,82000,15,108000,0,1620000.0
TRX-004398,2024-05-28,Citra Dewi,Surabaya,Tim B,Warung Bu Dewi,Warung,General Trade,Bandung,Jawa Barat,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,6,95000,0,570000.0
TRX-040596,2024-09-27,Joko Widodo,Semarang,Tim B,Warung Bu Siti,Warung,General Trade,Bogor,Jawa Barat,Jawa,Pocari Sweat,Otsuka,Minuman,karton,82000,36,108000,2.5,3790800.0
TRX-063984,2024-11-04,Fajar Nugroho,Jakarta,Tim A,Toko Berkah,Toko Kelontong,General Trade,Bandung,Jawa Barat,Jawa,Pepsodent 190g,Unilever,Personal Care,lusin,110000,4,145000,10,522000.0
TRX-038626,2024-06-09,Budi Santoso,Bandung,Tim A,Carrefour Semarang,Hypermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Chitato Sapi Panggang,Indofood,Snack,karton,55000,35,75000,5,2493750.0
TRX-073255,2024-01-23,Dian Pratama,Medan,Tim B,Toko Sejahtera,Toko Kelontong,General Trade,Bogor,Jawa Barat,Jawa,Chitato Sapi Panggang,Indofood,Snack,karton,55000,41,75000,20,2460000.0
TRX-022287,2024-03-29,Nanda Putra,Medan,Tim C,Warung Pak Bejo,Warung,General Trade,Palembang,Sumatera Selatan,Sumatera,Rinso Anti Noda,Unilever,Deterjen,karton,72000,21,95000,5,1895250.0
TRX-085328,2024-04-02,Olivia Tan,Semarang,Tim A,Carrefour Semarang,Hypermarket,Modern Trade,Denpasar,Bali,Bali,Indomie Rebus,Indofood,Mie Instan,karton,62000,49,82000,0,4018000.0
TRX-026784,2024-09-16,Budi Santoso,Bandung,Tim A,Toko Sejahtera,Toko Kelontong,General Trade,Bandung,Jawa Barat,Jawa,Rinso Anti Noda,Unilever,Deterjen,karton,72000,30,95000,2.5,2778750.0
TRX-018060,2024-11-29,Indah Lestari,Medan,Tim A,Warung Pak Eko,Warung,General Trade,Semarang,Jawa Tengah,Jawa,Pantene Shampoo,P&G,Personal Care,lusin,125000,35,165000,2.5,5630625.0
TRX-073930,2024-04-25,Dian Pratama,Medan,Tim B,Giant Surabaya,Supermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Pocari Sweat,Otsuka,Minuman,karton,82000,16,108000,2.5,1684800.0
TRX-014889,2024-10-25,Dian Pratama,Medan,Tim B,Warung Pak Eko,Warung,General Trade,Semarang,Jawa Tengah,Jawa,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,15,98000,15,1249500.0
TRX-089160,2024-12-09,Eko Wahyudi,Semarang,Tim C,Toko Berkah,Toko Kelontong,General Trade,Medan,Sumatera Utara,Sumatera,Pocari Sweat,Otsuka,Minuman,karton,82000,49,108000,0,5292000.0
TRX-045690,2024-03-28,Kartika Sari,Jakarta,Tim C,Superindo Medan,Supermarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Teh Botol Sosro,Sosro,Minuman,karton,54000,49,72000,10,3175200.0
TRX-049586,2024-02-21,Ahmad Fauzi,Jakarta,Tim A,Toko Sejahtera,Toko Kelontong,General Trade,Bandung,Jawa Barat,Jawa,Chitato Sapi Panggang,Indofood,Snack,karton,55000,45,75000,10,3037500.0
TRX-048912,2024-10-04,Nanda Putra,Medan,Tim C,Superindo Bandung,Supermarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Energen Coklat,Mayora,Sereal,karton,70000,35,92000,0,3220000.0
TRX-026901,2024-02-06,Gita Permata,Bandung,Tim B,Toko Sejahtera,Toko Kelontong,General Trade,Surabaya,Jawa Timur,Jawa,Teh Botol Sosro,Sosro,Minuman,karton,54000,24,72000,10,1555200.0
TRX-055956,2024-01-18,Hendra Kusuma,Surabaya,Tim C,Toko Sejahtera,Toko Kelontong,General Trade,Bogor,Jawa Barat,Jawa,Rinso Anti Noda,Unilever,Deterjen,karton,72000,22,95000,2.5,2037750.0
TRX-054461,2024-12-04,Budi Santoso,Bandung,Tim A,Warung Bu Dewi,Warung,General Trade,Tangerang,Banten,Jawa,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,8,98000,0,784000.0
TRX-093596,2024-08-17,Ahmad Fauzi,Jakarta,Tim A,Indomaret Depok,Minimarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Pantene Shampoo,P&G,Personal Care,lusin,125000,21,165000,15,2945250.0
TRX-074193,2024-05-18,Eko Wahyudi,Semarang,Tim C,Warung Pak Eko,Warung,General Trade,Denpasar,Bali,Bali,Pepsodent 190g,Unilever,Personal Care,lusin,110000,17,145000,15,2095250.0
TRX-062707,2024-01-20,Nanda Putra,Medan,Tim C,Warung Pak Eko,Warung,General Trade,Semarang,Jawa Tengah,Jawa,Indomie Rebus,Indofood,Mie Instan,karton,62000,36,82000,0,2952000.0
TRX-045358,2024-11-10,Indah Lestari,Medan,Tim A,Indomaret Depok,Minimarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,34,78000,10,2386800.0
TRX-014828,2024-11-09,Fajar Nugroho,Jakarta,Tim A,Toko Makmur,Toko Kelontong,General Trade,Tangerang,Banten,Jawa,Rinso Anti Noda,Unilever,Deterjen,karton,72000,5,95000,5,451250.0
TRX-040506,2024-04-29,Ahmad Fauzi,Jakarta,Tim A,Indomaret Tangerang,Minimarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,2,78000,2.5,152100.0
TRX-008442,2024-12-22,Hendra Kusuma,Surabaya,Tim C,Toko Sejahtera,Toko Kelontong,General Trade,Denpasar,Bali,Bali,Pepsodent 190g,Unilever,Personal Care,lusin,110000,6,145000,0,870000.0
TRX-019210,2024-03-13,Eko Wahyudi,Semarang,Tim C,Giant Surabaya,Supermarket,Modern Trade,Denpasar,Bali,Bali,Indomie Rebus,Indofood,Mie Instan,karton,62000,16,82000,20,1049600.0
TRX-092056,2024-11-03,Fajar Nugroho,Jakarta,Tim A,Lottemart Medan,Hypermarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Oreo Original,Nabisco,Snack,karton,50000,20,68000,5,1292000.0
TRX-062485,2024-07-31,Kartika Sari,Jakarta,Tim C,Toko Berkah,Toko Kelontong,General Trade,Jakarta,DKI Jakarta,Jawa,Ultra Milk Full Cream,Ultra,Minuman,karton,88000,47,115000,15,4594250.0
TRX-032554,2024-06-16,Hendra Kusuma,Surabaya,Tim C,Warung Bu Siti,Warung,General Trade,Bogor,Jawa Barat,Jawa,Energen Coklat,Mayora,Sereal,karton,70000,12,92000,0,1104000.0
TRX-058231,2024-09-07,Nanda Putra,Medan,Tim C,Carrefour Semarang,Hypermarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Indomie Goreng,Indofood,Mie Instan,karton,65000,4,85000,0,340000.0
TRX-098946,2024-05-15,Fajar Nugroho,Jakarta,Tim A,Lotte Mart Bandung,Hypermarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Pop Mie Ayam,Indofood,Mie Instan,karton,54000,,,,
TRX-070585,2024-10-31,Citra Dewi,Surabaya,Tim B,Transmart Jakarta,Hypermarket,Modern Trade,Denpasar,Bali,Bali,Rinso Anti Noda,Unilever,Deterjen,karton,72000,49,95000,15,3956750.0
TRX-026794,2024-02-03,Citra Dewi,Surabaya,Tim B,Giant Surabaya,Supermarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,7,98000,2.5,668850.0
TRX-090955,2024-07-05,Eko Wahyudi,Semarang,Tim C,Indomaret Depok,Minimarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Indomie Goreng,Indofood,Mie Instan,karton,65000,23,85000,0,1955000.0
TRX-017198,2024-03-19,Maya Anggraini,Surabaya,Tim B,Alfamart Bogor,Minimarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,12,78000,5,889200.0
TRX-055048,2024-12-06,Hendra Kusuma,Surabaya,Tim C,Hypermart Surabaya,Hypermarket,Modern Trade,Denpasar,Bali,Bali,Oreo Original,Nabisco,Snack,karton,50000,40,68000,20,2176000.0
TRX-082365,2024-10-15,Indah Lestari,Medan,Tim A,Transmart Jakarta,Hypermarket,Modern Trade,Bandung,Jawa Barat,Jawa,Ultra Milk Full Cream,Ultra,Minuman,karton,88000,37,115000,2.5,4148625.0
TRX-014495,2024-03-19,Kartika Sari,Jakarta,Tim C,Warung Bu Dewi,Warung,General Trade,Makassar,Sulawesi Selatan,Sulawesi,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,35,95000,15,2826250.0
TRX-089633,2024-04-03,Hendra Kusuma,Surabaya,Tim C,Warung Bu Dewi,Warung,General Trade,Palembang,Sumatera Selatan,Sumatera,Teh Botol Sosro,Sosro,Minuman,karton,54000,47,72000,0,3384000.0
TRX-020290,2024-10-14,Indah Lestari,Medan,Tim A,Carrefour Semarang,Hypermarket,Modern Trade,Medan,Sumatera Utara,Sumatera,Indomie Goreng,Indofood,Mie Instan,karton,65000,14,85000,10,1071000.0
TRX-022315,2024-06-02,Fajar Nugroho,Jakarta,Tim A,Warung Pak Bejo,Warung,General Trade,Palembang,Sumatera Selatan,Sumatera,Aqua 600ml,Danone,Minuman,karton,48000,24,65000,15,1326000.0
TRX-068997,2024-03-05,Maya Anggraini,Surabaya,Tim B,Carrefour Semarang,Hypermarket,Modern Trade,Tangerang,Banten,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,21,95000,0,1995000.0
TRX-059645,2024-05-14,Eko Wahyudi,Semarang,Tim C,Lotte Mart Bandung,Hypermarket,Modern Trade,Tangerang,Banten,Jawa,Chitato Sapi Panggang,Indofood,Snack,karton,55000,47,75000,2.5,3436875.0
TRX-041135,2024-05-21,Citra Dewi,Surabaya,Tim B,Hypermart Surabaya,Hypermarket,Modern Trade,Tangerang,Banten,Jawa,Energen Coklat,Mayora,Sereal,karton,70000,40,92000,5,3496000.0
TRX-087133,2024-10-15,Dian Pratama,Medan,Tim B,Alfamart Bekasi,Minimarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,48,95000,5,4332000.0
TRX-031132,2024-01-23,Joko Widodo,Semarang,Tim B,Carrefour Semarang,Hypermarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Aqua 600ml,Danone,Minuman,karton,48000,45,65000,5,2778750.0
TRX-053904,2024-01-17,Citra Dewi,Surabaya,Tim B,Hypermart Surabaya,Hypermarket,Modern Trade,Bogor,Jawa Barat,Jawa,Molto Ultra,Unilever,Deterjen,karton,66000,14,88000,0,1232000.0
TRX-032670,2024-02-27,Olivia Tan,Semarang,Tim A,Toko Maju Jaya,Toko Kelontong,General Trade,Surabaya,Jawa Timur,Jawa,Aqua 600ml,Danone,Minuman,karton,48000,30,65000,0,1950000.0
TRX-000497,2024-09-28,Gita Permata,Bandung,Tim B,Toko Maju Jaya,Toko Kelontong,General Trade,Bandung,Jawa Barat,Jawa,Aqua 600ml,Danone,Minuman,karton,48000,37,65000,0,2405000.0
TRX-078873,2024-01-27,Kartika Sari,Jakarta,Tim C,Hypermart Surabaya,Hypermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,26,95000,15,2099500.0
TRX-087837,2024-03-19,Nanda Putra,Medan,Tim C,Warung Bu Dewi,Warung,General Trade,Bogor,Jawa Barat,Jawa,Pop Mie Ayam,Indofood,Mie Instan,karton,54000,31,72000,0,2232000.0
TRX-051493,2024-02-12,Gita Permata,Bandung,Tim B,Indomaret Tangerang,Minimarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,14,98000,20,1097600.0
TRX-001017,2024-12-05,Gita Permata,Bandung,Tim B,Warung Pak Eko,Warung,General Trade,Medan,Sumatera Utara,Sumatera,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,12,95000,15,969000.0
TRX-031028,2024-07-02,Ahmad Fauzi,Jakarta,Tim A,Giant Surabaya,Supermarket,Modern Trade,Tangerang,Banten,Jawa,Kopi Kapal Api,Kapal Api,Kopi,karton,58000,49,78000,0,3822000.0
TRX-062514,2024-05-12,Eko Wahyudi,Semarang,Tim C,Toko Maju Jaya,Toko Kelontong,General Trade,Bandung,Jawa Barat,Jawa,Molto Ultra,Unilever,Deterjen,karton,66000,18,88000,5,1504800.0
TRX-047555,2024-08-28,Lukman Hakim,Bandung,Tim A,Giant Surabaya,Supermarket,Modern Trade,Denpasar,Bali,Bali,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,19,95000,0,1805000.0
TRX-093772,2024-08-26,Gita Permata,Bandung,Tim B,Warung Pak Bejo,Warung,General Trade,Surabaya,Jawa Timur,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,49,95000,15,3956750.0
TRX-079008,2024-12-11,Dian Pratama,Medan,Tim B,Toko Maju Jaya,Toko Kelontong,General Trade,Bandung,Jawa Barat,Jawa,Rinso Anti Noda,Unilever,Deterjen,karton,72000,42,95000,5,3790500.0
TRX-004982,2024-10-01,Kartika Sari,Jakarta,Tim C,Carrefour Semarang,Hypermarket,Modern Trade,Tangerang,Banten,Jawa,Milo Activ,Nestle,Minuman,karton,92000,31,120000,15,3162000.0
TRX-030437,2024-12-15,Gita Permata,Bandung,Tim B,Carrefour Semarang,Hypermarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Pocari Sweat,Otsuka,Minuman,karton,82000,26,108000,5,2667600.0
TRX-096361,2024-04-16,Kartika Sari,Jakarta,Tim C,Carrefour Semarang,Hypermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Good Day Coffee,Santos Jaya,Kopi,karton,67000,44,Rp88.000,0,Rp3.872.000
TRX-082404,2024-11-08,Olivia Tan,Semarang,Tim A,Carrefour Semarang,Hypermarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Pantene Shampoo,P&G,Personal Care,lusin,125000,20,165000,0,3300000.0
TRX-016720,2024-05-22,Citra Dewi,Surabaya,Tim B,Toko Berkah,Toko Kelontong,General Trade,Jakarta,DKI Jakarta,Jawa,Molto Ultra,Unilever,Deterjen,karton,66000,47,88000,0,4136000.0
TRX-081165,2024-12-26,Kartika Sari,Jakarta,Tim C,Toko Makmur,Toko Kelontong,General Trade,Bogor,Jawa Barat,Jawa,Chitato Sapi Panggang,Indofood,Snack,karton,55000,35,75000,15,2231250.0
TRX-066428,2024-02-22,Maya Anggraini,Surabaya,Tim B,Toko Sejahtera,Toko Kelontong,General Trade,Bogor,Jawa Barat,Jawa,Kopi Kapal Api,Kapal Api,Kopi,karton,58000,14,78000,10,982800.0
TRX-029792,2024-04-03,Indah Lestari,Medan,Tim A,Alfamart Bekasi,Minimarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Rinso Anti Noda,Unilever,Deterjen,karton,72000,7,95000,10,598500.0
TRX-059255,2024-08-25,Lukman Hakim,Bandung,Tim A,Toko Makmur,Toko Kelontong,General Trade,Tangerang,Banten,Jawa,Indomie Rebus,Indofood,Mie Instan,karton,62000,6,82000,0,492000.0
TRX-022367,2024-03-05,Fajar Nugroho,Jakarta,Tim A,Indomaret Tangerang,Minimarket,Modern Trade,Tangerang,Banten,Jawa,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,22,95000,5,1985500.0
TRX-028530,2024-10-12,Kartika Sari,Jakarta,Tim C,Transmart Jakarta,Hypermarket,Modern Trade,Bandung,Jawa Barat,Jawa,Teh Botol Sosro,Sosro,Minuman,karton,54000,14,72000,20,806400.0
TRX-089138,2024-12-29,Gita Permata,Bandung,Tim B,Toko Maju Jaya,Toko Kelontong,General Trade,Makassar,Sulawesi Selatan,Sulawesi,Pocari Sweat,Otsuka,Minuman,karton,82000,44,108000,15,4039200.0
TRX-063876,2024-05-05,Maya Anggraini,Surabaya,Tim B,Lotte Mart Bandung,Hypermarket,Modern Trade,Tangerang,Banten,Jawa,Milo Activ,Nestle,Minuman,karton,92000,8,120000,15,816000.0
TRX-093875,2024-06-29,Fajar Nugroho,Jakarta,Tim A,Toko Maju Jaya,Toko Kelontong,General Trade,Denpasar,Bali,Bali,Pantene Shampoo,P&G,Personal Care,lusin,125000,6,165000,15,841500.0
TRX-097260,2024-02-06,Dian Pratama,Medan,Tim B,Indomaret Depok,Minimarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Indomie Rebus,Indofood,Personal care,karton,62000,49,82000,0,4018000
TRX-093593,2024-12-04,Eko Wahyudi,Semarang,Tim C,Toko Berkah,Toko Kelontong,General Trade,Makassar,Sulawesi Selatan,Sulawesi,Milo Activ,Nestle,Minuman,karton,92000,46,120000,0,5520000.0
TRX-011767,2024-07-20,Hendra Kusuma,Surabaya,Tim C,Alfamart Bekasi,Minimarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Rinso Anti Noda,Unilever,Deterjen,karton,72000,44,95000,0,4180000.0
TRX-095609,2024-07-17,Olivia Tan,Semarang,Tim A,Indomaret Depok,Minimarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Good Day Coffee,Santos Jaya,Kopi,karton,67000,37,Rp88.000,0,Rp3.256.000
TRX-072643,2024-07-15,Hendra Kusuma,Surabaya,Tim C,Indomaret Tangerang,Minimarket,Modern Trade,Denpasar,Bali,Bali,Milo Activ,Nestle,Minuman,karton,92000,22,120000,0,2640000.0
TRX-011038,2024-06-26,Indah Lestari,Medan,Tim A,Carrefour Semarang,Hypermarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Chitato Sapi Panggang,Indofood,Snack,karton,55000,1,75000,5,71250.0
TRX-048784,2024-06-20,Nanda Putra,Medan,Tim C,Hypermart Surabaya,Hypermarket,Modern Trade,Bogor,Jawa Barat,Jawa,Chitato Sapi Panggang,Indofood,Snack,karton,55000,28,75000,0,2100000.0
TRX-036283,2024-02-25,Kartika Sari,Jakarta,Tim C,Warung Pak Bejo,Warung,General Trade,Tangerang,Banten,Jawa,Aqua 600ml,Danone,Minuman,karton,48000,15,65000,0,975000.0
TRX-019962,2024-09-01,Eko Wahyudi,Semarang,Tim C,Alfamart Bekasi,Minimarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Chitato Sapi Panggang,Indofood,Snack,karton,55000,7,75000,5,498750.0
TRX-037660,2024-09-05,Fajar Nugroho,Jakarta,Tim A,Alfamart Bogor,Minimarket,Modern Trade,Tangerang,Banten,Jawa,Rinso Anti Noda,Unilever,Deterjen,karton,72000,20,95000,20,1520000.0
TRX-074625,2024-12-17,Gita Permata,Bandung,Tim B,Lotte Mart Bandung,Hypermarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,23,98000,10,2028600.0
TRX-044940,2024-07-12,Nanda Putra,Medan,Tim C,Giant Surabaya,Supermarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,12,98000,0,1176000.0
TRX-027593,2024-10-10,Budi Santoso,Bandung,Tim A,Warung Pak Eko,Warung,General Trade,Jakarta,DKI Jakarta,Jawa,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,49,98000,0,4802000.0
TRX-032534,2024-06-25,Joko Widodo,Semarang,Tim B,Warung Bu Dewi,Warung,General Trade,Bogor,Jawa Barat,Jawa,Chitato Sapi Panggang,Indofood,Snack,karton,55000,14,75000,5,997500.0
TRX-000527,2024-04-10,Hendra Kusuma,Surabaya,Tim C,Indomaret Tangerang,Minimarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Pocari Sweat,Otsuka,Minuman,karton,82000,47,108000,20,4060800.0
TRX-032650,2024-05-05,Gita Permata,Bandung,Tim B,Hypermart Surabaya,Hypermarket,Modern Trade,Tangerang,Banten,Jawa,Chitato Sapi Panggang,Indofood,Snack,karton,55000,10,75000,0,750000.0
TRX-007747,2024-11-23,Budi Santoso,Bandung,Tim A,Warung Bu Siti,Warung,General Trade,Denpasar,Bali,Bali,Molto Ultra,Unilever,Deterjen,karton,66000,44,88000,15,3291200.0
TRX-038091,2024-03-16,Budi Santoso,Bandung,Tim A,Carrefour Semarang,Hypermarket,Modern Trade,Jakarta,DKI Jakarta,Jawa,Indomie Goreng,Indofood,Mie Instan,karton,65000,18,85000,2.5,1491750.0
TRX-012931,2024-09-22,Kartika Sari,Jakarta,Tim C,Indomaret Depok,Minimarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Rinso Anti Noda,Unilever,Deterjen,karton,72000,10,95000,0,950000.0
TRX-036818,2024-01-18,Lukman Hakim,Bandung,Tim A,Carrefour Semarang,Hypermarket,Modern Trade,Palembang,Sumatera Selatan,Sumatera,Lifebuoy Sabun,Unilever,Personal Care,lusin,74000,36,98000,10,3175200.0
TRX-027470,2024-07-11,Olivia Tan,Semarang,Tim A,Toko Makmur,Toko Kelontong,General Trade,Semarang,Jawa Tengah,Jawa,Teh Botol Sosro,Sosro,Minuman,karton,54000,38,72000,20,2188800.0
TRX-069572,2024-09-30,Budi Santoso,Bandung,Tim A,Transmart Jakarta,Hypermarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Teh Botol Sosro,Sosro,Minuman,karton,54000,47,72000,5,3214800.0
TRX-048867,2024-09-25,Kartika Sari,Jakarta,Tim C,Toko Maju Jaya,Toko Kelontong,General Trade,Denpasar,Bali,Bali,Good Day Coffee,Santos Jaya,Kopi,karton,67000,14,88000,0,1232000.0
TRX-043401,2024-04-22,Lukman Hakim,Bandung,Tim A,Toko Sejahtera,Toko Kelontong,General Trade,Makassar,Sulawesi Selatan,Sulawesi,Pocari Sweat,Otsuka,Minuman,karton,82000,17,108000,0,1836000.0
TRX-097325,2024-07-02,Ahmad Fauzi,Jakarta,Tim A,Lottemart Medan,Hypermarket,Modern Trade,Surabaya,Jawa Timur,Jawa,Milo Activ,Nestle,KOPI,karton,92000,41,120000,0,4920000
TRX-075988,2024-09-15,Citra Dewi,Surabaya,Tim B,Transmart Jakarta,Hypermarket,Modern Trade,Bandung,Jawa Barat,Jawa,Pantene Shampoo,P&G,Personal Care,lusin,125000,25,165000,15,3506250.0
TRX-064304,2024-05-03,Ahmad Fauzi,Jakarta,Tim A,Transmart Jakarta,Hypermarket,Modern Trade,Bogor,Jawa Barat,Jawa,Molto Ultra,Unilever,Deterjen,karton,66000,20,88000,0,1760000.0
TRX-055759,2024-08-19,Eko Wahyudi,Semarang,Tim C,Superindo Bandung,Supermarket,Modern Trade,Tangerang,Banten,Jawa,Sunlight Jeruk,Unilever,Sabun Cuci,karton,58000,7,78000,15,464100.0
TRX-071042,2024-10-09,Ahmad Fauzi,Jakarta,Tim A,Lottemart Medan,Hypermarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Indomie Rebus,Indofood,Mie Instan,karton,62000,34,82000,20,2230400.0
TRX-019898,2024-11-28,Budi Santoso,Bandung,Tim A,Toko Sejahtera,Toko Kelontong,General Trade,Palembang,Sumatera Selatan,Sumatera,Sprite 1.5L,Coca-Cola,Minuman,karton,72000,1,95000,0,95000.0
TRX-030203,2024-09-22,Ahmad Fauzi,Jakarta,Tim A,Indomaret Tangerang,Minimarket,Modern Trade,Makassar,Sulawesi Selatan,Sulawesi,Chitato Sapi Panggang,Indofood,Snack,karton,55000,10,75000,0,750000.0
TRX-002670,2024-09-16,Fajar Nugroho,Jakarta,Tim A,Alfamart Bogor,Minimarket,Modern Trade,Semarang,Jawa Tengah,Jawa,Good Day Coffee,Santos Jaya,Kopi,karton,67000,11,88000,0,968000.0
